"province_code","province_name","province_votes","candidate_code","serial_number","ballot_position","candidate_name","candidate_name_dari","candidate_name_pashto","candidate_votes","vote_share","candidate_rank","results_date","results_status"
10,"Bamyan",125801,"10-1653-102",6,6,"Angeza Alizadah","انگیزه علی زاده","انگیزه علی زاده",739,0.00587435711957775,31,"2019-01-20","Results Status : Certified"
10,"Bamyan",125801,"10-1230-11",32,32,"Mohammad Hassan Hussainpor","محمدحسن حسین پور","محمدحسن حسین پور",657,0.00522253400211445,32,"2019-01-20","Results Status : Certified"
10,"Bamyan",125801,"10-1178-94",8,8,"Sayed Khan Agha Nohzat","سید خان آغا نهضت","سید خان آغا نهضت",505,0.00401427651608493,33,"2019-01-20","Results Status : Certified"
10,"Bamyan",125801,"10-1270-28",33,33,"Sayedah Attaye","سیده عطایی","سیده عطایی",367,0.00291730590376865,34,"2019-01-20","Results Status : Certified"
10,"Bamyan",125801,"10-1001-92",34,34,"Uzra Karimi","عذرا کریمی","عذرا کریمی",266,0.00211445060055166,35,"2019-01-20","Results Status : Certified"
10,"Bamyan",125801,"10-1002-120",14,14,"Isshaq Zahak","اسحق ضحاک","اسحق ضحاک",248,0.00197136747720606,36,"2019-01-20","Results Status : Certified"
10,"Bamyan",125801,"10-1489-141",11,11,"Haidar Jafari","حیدر جعفری","حیدر جعفری",169,0.00134339154696704,37,"2019-01-20","Results Status : Certified"
10,"Bamyan",125801,"10-1249-91",7,7,"Mir Hussain Ibrahimi","میر حسین ابراهیمی","میر حسین ابراهیمی",167,0.00132749342215086,38,"2019-01-20","Results Status : Certified"
10,"Bamyan",125801,"10-1706-67",12,12,"Mohammad Hassan Ranjbar","محمدحسن رنجبر","محمدحسن رنجبر",105,0.000834651552849341,39,"2019-01-20","Results Status : Certified"
10,"Bamyan",125801,"10-1130-166",36,36,"Jaanbaz Sultani","جانباز سلطانی","جانباز سلطانی",56,0.000445147494852982,40,"2019-01-20","Results Status : Certified"
12,"Paktika",29154,"12-1182-12",18,18,"Mohammad Mirza Katawazai","محمد ميرزاکټوازی","محمد ميرزاکټوازی",5142,0.176373739452562,1,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1665-8",24,24,"Nader Khan Katawazai","نادر خان کټوازی","نادر خان کټوازی",2756,0.0945324826781917,2,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1234-72",6,6,"Khalid Assad","خالد اسد","خالد اسد",2701,0.0926459490978939,3,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1437-18",31,31,"Mahmood Sulaimankhel","محمود سلیمان خیل","محمود سلیمان خیل",2400,0.0823214653220827,4,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1010-11",15,15,"Dawlat Khan Zadran","دولت خان ځدراڼ","دولت خان ځدراڼ",2382,0.0817040543321671,5,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1525-1",14,14,"Alhaj Mohammad Dawood Katawazai","الحاج محمد داود کټوازی","الحاج محمد داود کټوازی",2284,0.0783425944981821,6,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1433-23",9,9,"Sayed Attiqullah Urgoni","سید عتیق الله ارګونی","سید عتیق الله ارګونی",1382,0.0474034437812993,7,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1613-43",26,26,"Mohammad Ismail Arian","محمد اسماعیل ارین","محمد اسماعیل ارین",1303,0.0446936955477807,8,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1553-25",19,19,"Haji Abdul Qadir Kharoti","حاجی عبدالقدیر خروټي","حاجی عبدالقدیر خروټي",861,0.0295328256842972,9,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1282-42",7,7,"Shir Ahmad Faizi","شیر احمد  فیضی","شیر احمد  فیضی",788,0.0270288811140838,10,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1021-5",10,10,"Mohammad Karim Katawazai","محمد کريم کټوازی","محمد کريم کټوازی",624,0.0214035809837415,11,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1338-63",32,32,"Taaj Ali Khan Waziri","تاج علی خان وزیری","تاج علی خان وزیری",584,0.0200315565617068,12,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1273-6",29,29,"Mohammad Akbar Rahmani","محمد اکبر رحماني","محمد اکبر رحماني",580,0.0198943541195033,13,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1126-67",17,17,"Admir Entezar","ادمیر انتظار","ادمیر انتظار",564,0.0193455443506894,14,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1601-33",20,20,"Gulla Jaan Katawazai","ګلا جان کټوازی","ګلا جان کټوازی",535,0.0183508266447143,15,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1133-64",5,5,"Suraya Akbari","ثریا اکبری","ثریا اکبری",495,0.0169788022226796,16,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1441-65",3,3,"Hilla Mujtaba","هیله مجتبی","هیله مجتبی",475,0.0162927900116622,17,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1130-10",11,11,"Aslam Khagai","اسلم خاګی","اسلم خاګی",414,0.0142004527680593,18,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1537-14",21,21,"Mohmand Katawazai","مهمند کټوازی","مهمند کټوازی",404,0.0138574466625506,19,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1505-16",16,16,"Dayana Sahebzai","دیانا صاحب زیی","دیانا صاحب زیی",351,0.0120395143033546,20,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1269-68",4,4,"Mahommad Sarwar Katawazai","محمد سرور کټوازی","محمد سرور کټوازی",317,0.0108732935446251,21,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1337-54",28,28,"Haji Mohammad Gull Afghan","حاجی محمد ګل افغان","حاجی محمد ګل افغان",245,0.00840364958496261,22,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1461-7",22,22,"Mohammad Yasin Zadran","محمد ياسين ځدران","محمد ياسين ځدران",228,0.00782053920559786,23,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1161-57",8,8,"Abdul Haq Faqirzadah","عبدالحق فقیر زاده","عبدالحق فقیر زاده",225,0.00771763737394526,24,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1001-76",13,13,"Masoom Khairawi","معصوم خيروی","معصوم خيروی",203,0.00696302394182616,25,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1314-83",2,2,"Sardar Wali Zadran","سردار ولی ځدران","سردار ولی ځدران",156,0.00535089524593538,26,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1661-80",12,12,"Bibi Mariam Zurmati","بی بی مریم زرمتی","بی بی مریم زرمتی",144,0.00493928791932496,27,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1077-9",30,30,"Dr. Khadija Paktika","داکټر خديجه پکتيکا","داکټر خديجه پکتيکا",140,0.00480208547712149,28,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1125-59",1,1,"Rahmatullah Hamdard","رحمت الله همدرد","رحمت الله همدرد",135,0.00463058242436715,29,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1281-58",23,23,"Fatema Habibyar Urgoni","فاطمه  حبیب یار ارګونی","فاطمه  حبیب یار ارګونی",133,0.00456198120326542,30,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1197-74",25,25,"Mohammad Naser Khaleqyar","محمد ناصر خالقیار","محمد ناصر خالقیار",98,0.00336145983398504,31,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1325-45",33,33,"Marya Afghan","ماریا افغان","ماریا افغان",72,0.00246964395966248,32,"2019-03-19","Results Status : Certified"
12,"Paktika",29154,"12-1013-21",27,27,"Najia Babakarkhel Urgonwal","ناجیه بابکرخیل ارګونوال","ناجیه بابکرخیل ارګونوال",33,0.00113192014817864,33,"2019-03-19","Results Status : Certified"
13,"Paktya",51088,"13-1173-46",56,56,"Mohammad Ibrahim Ghushtelai","محمد ابراهیم غښتلی","محمد ابراهیم غښتلی",3206,0.0627544628875665,1,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1298-62",18,18,"Dr. Yarbaz Khan Hamidi","داکتر یار باز خان حمیدی","داکتر یار باز خان حمیدی",2544,0.0497964296899468,2,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1289-10",76,76,"Nasib Muqbel","نصیب مقبل","نصیب مقبل",2465,0.0482500782962731,3,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1141-5",1,1,"Sayed Hassan Gardizi","سید حسن ګردیزی","سید حسن ګردیزی",2214,0.0433369871594112,4,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1297-15",75,75,"Eng Taaj Mohammad","انجینر تاج محمد ","انجینر تاج محمد ",1923,0.0376409332915753,5,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1169-1067",78,78,"Abdul Rauf Khan Zadran","عبدالروف خان ځدران ","عبدالروف خان ځدران ",1850,0.0362120263075478,6,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1274-8",23,23,"Hamdullah Hamdard","حمدالله همدرد","حمدالله همدرد",1774,0.0347243971186972,7,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1542-1075",30,30,"Razia Saadat Mangal","راضیه سعادت منګل","راضیه سعادت منګل",1716,0.0335891011587848,8,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1541-37",45,45,"Dr Mujib Rahman Samakani","داکتر مجیب الرحمن څمکنی","داکتر مجیب الرحمن څمکنی",1602,0.0313576573755089,9,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1010-40",39,39,"Mohammad Nawab Mangal","محمد نواب منګل","محمد نواب منګل",1596,0.0312402129658628,10,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1173-19",58,58,"Sayed Wali Samkanai","سید ولی څمکنی","سید ولی څمکنی",1435,0.0280887879736925,11,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1329-17",15,15,"Shayesta jaan Ahadi","ښایسته جان احدی","ښایسته جان احدی",1416,0.0277168806764798,12,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1094-1088",64,64,"Haji Khan Wazir Baaz Mangal","حاجی خان وزیر باز منګل","حاجی خان وزیر باز منګل",1405,0.0275015659254619,13,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1326-1068",66,66,"Jalat Jalal","جلات جلال","جلات جلال",1362,0.0266598809896649,14,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1273-64",12,12,"Gull Badshah Majidi","ګل بادشاه مجیدی","ګل بادشاه مجیدی",1036,0.0202787347322267,15,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1529-1083",36,36,"Bakht Watandost","بخت وطن دوست ","بخت وطن دوست ",1032,0.0202004384591293,16,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1177-1079",71,71,"Noor Ahmad Reshtya","نور احمد رشتیاوال","نور احمد رشتیاوال",1014,0.019848105230191,17,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1397-3",43,43,"Gen Ziauddin Deldar","جنرال  ضیاء الدین  دلدار","جنرال  ضیاء الدین  دلدار",1006,0.0196915126839962,18,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1149-1093",48,48,"Sharifa Zurmati","شریفه زرمتی","شریفه زرمتی",924,0.0180864390854995,19,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1021-31",60,60,"Alhaj Hafizullah Mubarez","الحاج حفیظ الله مبارز","الحاج حفیظ الله مبارز",850,0.0166379580331976,20,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1186-20",22,22,"Eid Mohammad Baaz Zazai","عید محمد باز ځاځی","عید محمد باز ځاځی",845,0.0165400876918259,21,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1225-54",14,14,"Mohammad Hashem Samkanai","محمد هاشم څمکنی ","محمد هاشم څمکنی ",797,0.0156005324146571,22,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1593-19",33,33,"Ustad Naqibullah Mangal","استاد نقیب الله منګل","استاد نقیب الله منګل",734,0.014367366113373,23,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1309-43",11,11,"Mohammad Sediq Ahmadkhel","محمد صدیق احمدخیل","محمد صدیق احمدخیل",673,0.0131733479486376,24,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1561-1080",63,63,"Eng Shir Gull Paktyawal"," انجنیر شیرګل پکتیاوال"," انجنیر شیرګل پکتیاوال",669,0.0130950516755402,25,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1581-62",51,51,"Dr Mohammad Osman Zurmati","ډاکټر محمد عثمان زرمتی","ډاکټر محمد عثمان زرمتی",668,0.0130754776072659,26,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1001-34",16,16,"Haji Mohammad Ayoub Totakhel","حاجی محمد ایوب توتاخیل","حاجی محمد ایوب توتاخیل",659,0.0128993109927967,27,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1194-1097",65,65,"Alhaj Abdulllah Mujahid","الحاج عبدالله مجاهد ","الحاج عبدالله مجاهد ",616,0.0120576260569997,28,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1009-25",55,55,"Jumma Gull","جمعه ګل ","جمعه ګل ",614,0.012018477920451,29,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1133-66",32,32,"Mirza jaan Mangal","میرزا جان منګل ","میرزا جان منګل ",584,0.0114312558722205,30,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1577-1076",74,74,"Dr Shafiqullah Sahar","داکتر شفیق الله سحر ","داکتر شفیق الله سحر ",576,0.0112746633260257,31,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1093-56",6,6,"Neyaz Mohammad Samkanai","نیاز محمد څمکنی","نیاز محمد څمکنی",553,0.0108244597557156,32,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1118-59",41,41,"Najibullah Ahmadzai","نجیب احمدزی","نجیب احمدزی",538,0.0105308487316004,33,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1265-32",10,10,"Mohammad Nayem Rawan","محمد نعیم روان","محمد نعیم روان",527,0.0103155339805825,34,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1461-1069",70,70,"Faridullah Zazai","فرید الله ځاځی","فرید الله ځاځی",512,0.0100219229564673,35,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1697-53",29,29,"Sultan Mohammad Shpoon","سلطان محمد شپون","سلطان محمد شپون",475,0.00929768243031632,36,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1325-68",61,61,"Mohammad Nayem Ahmadzai","محمد نعیم احمدزی","محمد نعیم احمدزی",461,0.00902364547447542,37,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1210-59",50,50,"Mohammad Dawood","محمد داود","محمد داود",459,0.00898449733792672,38,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1266-55",27,27,"Haji Wali Khan Mangal","حاجی ولی خان منګل ","حاجی ولی خان منګل ",450,0.00880833072345756,39,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1637-54",8,8,"Eng. Delawar Totakhel"," انجینر دلاور توتاخیل"," انجینر دلاور توتاخیل",424,0.00829940494832446,40,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1185-1",53,53,"Abdul Hanan Haqwayoun","عبدالحنان حقویون ","عبدالحنان حقویون ",416,0.00814281240212966,41,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1081-1071",49,49,"Zarghona Hamid Totakhel","زرغونه حمید طوطاخیل","زرغونه حمید طوطاخیل",377,0.00737942373943,42,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1437-44",72,72,"Haji Roshan Zadran","حاجی روشن ځدارن ","حاجی روشن ځدارن ",367,0.0071836830566865,43,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1565-14",21,21,"Rahima Neyazai","رحیمه نیازی ","رحیمه نیازی ",367,0.0071836830566865,43,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1022-57",4,4,"Nayem Muqbel","نعیم مقبل","نعیم مقبل",364,0.00712496085186345,44,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1285-1089",69,69,"Mohammad Amin Sharafat","محمد امین شرافت ","محمد امین شرافت ",361,0.0070662386470404,45,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1249-17",62,62,"Dr Samiullah Ahmadzai","ډاکټر سمیع الله احمدزی","ډاکټر سمیع الله احمدزی",350,0.00685092389602255,46,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1569-1082",9,9,"Kheyal Mohammad Ahmadzai","خیال محمد احمدزی","خیال محمد احمدزی",320,0.00626370184779204,47,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1077-1081",40,40,"Mohammad Hanif Ahmadzai","محمد حنیف احمد زی","محمد حنیف احمد زی",311,0.00608753523332289,48,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1585-58",42,42,"Murad Khan Murad","مراد خان مراد","مراد خان مراد",289,0.00565690573128719,49,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1601-36",24,24,"Alhaj Abdul Samad Musleh","الحاج عبدالصمد مصلح ","الحاج عبدالصمد مصلح ",275,0.00538286877544629,50,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1069-1096",54,54,"Haji Agha Gull Ahmadzai","حاجی اغا ګل احمدزی","حاجی اغا ګل احمدزی",257,0.00503053554650799,51,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1142-2",26,26,"Sayed Marjan Hamkar","سید مرجان همکار","سید مرجان همکار",235,0.00459990604447228,52,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1002-48",3,3,"Sayed Wali Samsor","سید ولی سمسور","سید ولی سمسور",220,0.00430629502035703,53,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1233-1084",77,77,"Afzal Khan Zadaran","افضل خان ځدارن","افضل خان ځدارن",215,0.00420842467898528,54,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1305-65",59,59,"Haji Mohammad Aref Amin","حاجی محمد عارف امین","حاجی محمد عارف امین",204,0.00399310992796743,55,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1314-67",52,52,"Sayed Jamaluddin Asefkhel","سید جمال الدین آصف خېل ","سید جمال الدین آصف خېل ",197,0.00385609145004698,56,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1313-51",35,35,"Zadran Saifi","ځدران صیفی","ځدران صیفی",190,0.00371907297212653,57,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1685-1078",31,31,"Haji Awal Khan Paktyawal","حاجی اول خان پکتیاوال","حاجی اول خان پکتیاوال",180,0.00352333228938303,58,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1605-63",20,20,"Rahmuddin Spinghar","رحم الدین سپین غر","رحم الدین سپین غر",160,0.00313185092389602,59,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1005-1091",28,28,"Mohammad Dawood Tapan","محمد داود تپان ","محمد داود تپان ",153,0.00299483244597557,60,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1489-1087",7,7,"Ahmad Walid Ahmadzai","احمدولید احمدزی","احمدولید احمدزی",147,0.00287738803632947,61,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1202-1085",68,68,"Mohammad Harif Sulaiman Mangal","محمد حریف سلیمان منګل","محمد حریف سلیمان منګل",142,0.00277951769495772,62,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1545-22",2,2,"Rahmatullah Zaland","رحمت الله ځلاند","رحمت الله ځلاند",117,0.00229016598809897,63,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1312-1553-58",25,25,"Wali Khan Hemat","ولی خان همت","ولی خان همت",115,0.00225101785155027,64,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1557-1100",57,57,"Dawood Paktyawal","داود پکتیاوال","داود پکتیاوال",102,0.00199655496398371,65,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1330-40",19,19,"Hamid Akram Samkanai","حمید اکرم څمکنی","حمید اکرم څمکنی",67,0.00131146257438146,66,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1209-60",37,37,"Alhaj Rahmatullah Wahedyar","الحاج رحمت الله واحد یار","الحاج رحمت الله واحد یار",63,0.00123316630128406,67,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1453-1098",67,67,"Mohammad Yousuf Shor","محمد یوسف شور","محمد یوسف شور",58,0.00113529595991231,68,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1082-61",5,5,"Mohammad Aslam Bek Daneshmal","محمد اسلم بیک دانشمل","محمد اسلم بیک دانشمل",47,0.000919981208894457,69,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1609-1090",47,47,"Adam Khan Zurmati","آدم خان زرمتی","آدم خان زرمتی",43,0.000841684935797056,70,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1174-1077",46,46,"Dr Hamidullah Azizi","داکتر حمیدالله عزیز ","داکتر حمیدالله عزیز ",43,0.000841684935797056,70,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1250-7",73,73,"Abdul Karim Merzazadah","عبدالکریم مرزا زاده ","عبدالکریم مرزا زاده ",38,0.000743814594425305,71,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1161-1107",13,13,"Gullalai Sulaimankhel","ګلالی سلیمانخیل","ګلالی سلیمانخیل",35,0.000685092389602255,72,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1073-1086",38,38,"Mohammad Ismail Zazai","محمد اسماعیل ځاځی","محمد اسماعیل ځاځی",22,0.000430629502035703,73,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1226-1094",17,17,"Mohammad Dawood Khan Saadat","محمد داود خان سعادت","محمد داود خان سعادت",17,0.000332759160663952,74,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1681-1092",34,34,"Mohammad Ayoub Pashton","محمد ایوب پشتون ","محمد ایوب پشتون ",13,0.000254462887566552,75,"2019-04-28","Results Status : Certified"
13,"Paktya",51088,"13-1205-1074",44,44,"Ezatullah Ahmadzai","عزت الله احمدزی","عزت الله احمدزی",7,0.000137018477920451,76,"2019-04-28","Results Status : Certified"
14,"Khost",79948,"14-1541-88",7,7,"Kamal Naser Usoli","کمال ناصر اصولي","کمال ناصر اصولي",7758,0.0970380747485866,1,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1593-47",11,11,"Eng Helmand Helmand","انجينر هلمند هلمند","انجينر هلمند هلمند",4438,0.0555110822034322,2,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1001-92",12,12,"Dr Mohammad Musa Khaawarin","ډاکټر محمد موسی خاورين","ډاکټر محمد موسی خاورين",4202,0.0525591634562466,3,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1637-2",17,17,"Ghafar Khan","غفار خان","غفار خان",4127,0.0516210536848952,4,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1142-70",27,27,"Alhaj Ajab Noor Mangal","الحاج عجب نور منګل","الحاج عجب نور منګل",3416,0.0427277730524841,5,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1250-57",54,54,"Abdul Nasir Haqmal","عبدالنصير حقمل","عبدالنصير حقمل",3376,0.0422274478410967,6,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1093-37",8,8,"Dr Mirbat Khan Mangal","داکتر ميربت خان منګل","داکتر ميربت خان منګل",3154,0.0394506429178966,7,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1273-19",20,20,"Haji Muzafar Khan Babakarkhel","خاجي مظفرخان بابکرخيل","خاجي مظفرخان بابکرخيل",3151,0.0394131185270426,8,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1185-16",21,21,"Humyoun Humayoun","همايون همايون","همايون همايون",2729,0.0341346875469055,9,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1505-17",22,22,"Saahera Sharif","ساهره شريف","ساهره شريف",2561,0.0320333216590784,10,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1133-71",28,28,"Akbar Jaan Akbari","اکبرجان اکبری","اکبرجان اکبری",2523,0.0315580127082604,11,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1186-82",55,55,"Abdul Wali Wahedzai","عبدالولی واحدزی","عبدالولی واحدزی",2442,0.0305448541552009,12,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1009-24",5,5,"Kheyal Baaz Shirzai","خيال باز شيرزی","خيال باز شيرزی",2228,0.0278681142742783,13,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1010-22",39,39,"Ahmad Shah Khostwal","احمدشاه خوستوال","احمدشاه خوستوال",1965,0.0245784760094061,14,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1094-36",25,25,"Mohammad Aref Gurboz","محمد عارف ګربز","محمد عارف ګربز",1896,0.0237154150197628,15,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1605-73",1,1,"Najiba Rahmani","نجيبه رحماني","نجيبه رحماني",1653,0.0206759393605844,16,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1141-42",15,15,"Ihsanullah Zadran","احسان الله ځدراڼ","احسان الله ځدراڼ",1617,0.0202256466703357,17,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1581-90",6,6,"Eng Nasratullah Nasrat","انجينر نصرالله نصرت","انجينر نصرالله نصرت",1574,0.0196877970680943,18,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1249-100",33,33,"Farhad Akbari","فرهاد اکبري","فرهاد اکبري",1550,0.0193876019412618,19,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1313-76",53,53,"Sayed Karim Khan Khaksar","سيدکريم خان خاکسار","سيدکريم خان خاکسار",1408,0.0176114474408365,20,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1286-80",36,36,"Amirullah Amirzoi Gardizi","اميرالله امير زوي ګربز","اميرالله امير زوي ګربز",1400,0.0175113823985591,21,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1489-89",52,52,"Mawlawi Abdul Qudos Amiri","مولوي عبدالقدوس اميري","مولوي عبدالقدوس اميري",1398,0.0174863661379897,22,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1397-72",32,32,"Ahmad shah Pacha Khosti","احمدشاه پاچا خوستی","احمدشاه پاچا خوستی",1373,0.0171736628808726,23,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1477-84",42,42,"Nawidulhaq Arman","نويدالحق ارمان","نويدالحق ارمان",1367,0.0170986140991645,24,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1553-102",3,3,"Hayat Waziri Urfan","حيات وزير عرفان","حيات وزير عرفان",1322,0.0165357482363536,25,"2019-01-31","Results Status : Certified"
14,"Khost",79948,"14-1609-107",51,51,"Alhaj Abdul Maroof Trizaye","الحاج عبدالمعروف تريزائی","الحاج عبدالمعروف تريزائی",1298,0.0162355531095212,26,"2019-01-31","Results Status : Certified"
